Epoch number,Elapsed Time
0,46.1216
1,46.3626
2,46.3346
3,46.3645
4,46.3433
5,46.2375
6,46.3840
7,46.4169
8,46.3992
9,46.3038
10,46.3535
11,46.2107
12,46.1979
13,46.2971
14,46.3505
15,46.4052
16,46.2748
17,46.3494
18,46.2046
19,46.3619
20,46.3726
21,46.3626
22,46.3291
23,46.5037
24,46.4484
25,46.1491
26,46.4862
27,46.4985
28,46.4512
29,46.4024
30,46.4047
31,46.1979
32,46.3690
33,46.3626
34,46.2942
35,46.2827
36,46.3056
37,46.1467
38,46.1600
39,46.3782
40,46.3563
41,46.3789
42,46.3032
43,46.3599
44,46.3425
45,46.1486
46,46.2506
47,46.3773
48,46.3331
49,46.1921
50,45.8955
51,45.9220
52,46.1931
53,46.3505
54,46.3080
55,46.2924
56,46.3266
57,46.3198
58,46.1895
59,46.3633
60,46.3541
61,46.3199
62,46.2152
63,46.2700
64,46.1266
65,45.9884
66,46.3035
67,46.3375
68,46.2180
69,46.3286
70,46.3529
71,46.3018
72,46.1420
73,46.2972
74,46.2901
75,46.2200
76,46.2754
77,46.0551
78,46.0611
79,46.3465
80,46.2747
81,46.2915
82,46.1874
83,46.2905
84,46.2682
85,46.1585
86,46.3012
87,46.2675
88,46.1926
89,46.2123
90,45.8489
91,45.8104
92,45.5340
93,45.7774
94,45.9136
95,46.0889
96,46.1765
97,46.2607
98,46.2179
99,46.1823
