train_acc,train_loss,val_acc,val_loss
0.61622,1.3313988,0.754746835443038,0.75035006
0.79358,0.6356648,0.8118987341772151,0.55983484
0.82012,0.53865546,0.8371518987341773,0.48635718
0.83587,0.4863328,0.8377215189873417,0.46802545
0.8452200000000001,0.452251,0.8363924050632912,0.4541373
0.8542799999999999,0.4254912,0.8635443037974684,0.39784655
0.8595400000000001,0.4066027,0.8557594936708861,0.42008126
0.86279,0.3932897,0.8698734177215189,0.37781578
0.86879,0.3762959,0.8717088607594936,0.36697266
0.8716600000000001,0.36455324,0.8715822784810129,0.36542156
0.87461,0.3570558,0.8766455696202533,0.35497734
0.8759,0.348726,0.8796835443037975,0.3468337
0.8790399999999999,0.3392863,0.8783544303797467,0.34856695
0.88187,0.33322096,0.8798101265822784,0.336598
0.8831,0.3269908,0.8831645569620251,0.332735
0.88406,0.32107213,0.8843037974683544,0.32996693
0.88655,0.31482333,0.8835443037974685,0.33134627
0.8888400000000002,0.30957577,0.8864556962025316,0.32601634
0.88932,0.3063126,0.8826582278481013,0.32889473
0.88986,0.3012891,0.8817721518987341,0.3303966
0.89219,0.29601413,0.8886708860759496,0.3204261
0.89344,0.29242653,0.8817088607594937,0.33398134
0.8940899999999999,0.28949878,0.8881645569620252,0.31761122
0.89448,0.28527734,0.8879746835443039,0.31406504
0.8966900000000001,0.28182504,0.8916455696202531,0.3115497
0.8969400000000001,0.2785664,0.8830379746835442,0.32577446
0.89897,0.2750558,0.8829746835443038,0.32813218
0.8996500000000001,0.2718366,0.8907594936708861,0.31114477
0.89971,0.2684993,0.8905063291139244,0.3085159
0.90081,0.26732704,0.8867721518987343,0.30984673
0.90107,0.26478848,0.8883544303797469,0.31354025
0.90309,0.26068133,0.8872151898734177,0.31422877
0.90296,0.25879326,0.8865189873417721,0.32077745
0.90454,0.2558236,0.88873417721519,0.31465653
0.9037999999999999,0.25546187,0.8919620253164555,0.30782923
0.90519,0.250506,0.8884177215189873,0.31514046
0.9051899999999999,0.250243,0.8903797468354431,0.3110553
0.9070799999999999,0.24752644,0.8892405063291139,0.30762312
0.90732,0.24435692,0.8871518987341771,0.31934604
0.90825,0.24318978,0.88873417721519,0.30937698
0.90893,0.24025202,0.8894936708860759,0.31034958
0.9080300000000001,0.23883708,0.8903164556962024,0.3096348
0.9095700000000001,0.23680979,0.885506329113924,0.32611388
0.91049,0.2346934,0.8891772151898735,0.3173813
0.91071,0.23293087,0.8885443037974683,0.31559077
0.91098,0.23078048,0.8863924050632912,0.3138238
0.9117799999999999,0.2290915,0.888481012658228,0.32028332
0.91211,0.22778259,0.8894303797468355,0.3198807
0.9136899999999999,0.22533245,0.8873417721518987,0.3227359
0.91373,0.22414912,0.8873417721518988,0.31988847
0.91483,0.22228268,0.8894936708860759,0.312562
0.91469,0.22119766,0.8896835443037975,0.32190973
0.9163100000000001,0.21730988,0.8882911392405065,0.31779653
0.9159200000000001,0.21702828,0.8837341772151899,0.32257074
0.9166,0.21463192,0.8875949367088608,0.32516754
0.9165,0.21484125,0.884493670886076,0.3317944
0.91793,0.21196169,0.8886708860759491,0.32061386
0.9174,0.2102678,0.8907594936708861,0.31980678
0.9181900000000001,0.20884204,0.8881012658227848,0.32226107
0.9188999999999998,0.20760708,0.8846202531645571,0.33960587
0.9201699999999999,0.20502791,0.8882278481012656,0.328828
0.92132,0.20347531,0.8874683544303797,0.3352486
0.9207799999999999,0.20177573,0.8882911392405063,0.33041513
0.9213599999999998,0.19931579,0.885379746835443,0.33812657
0.92194,0.19868714,0.8892405063291139,0.33139628
0.92246,0.19681536,0.8832278481012659,0.34866536
0.92314,0.19576599,0.8889240506329114,0.33323
0.92325,0.1945541,0.8833544303797468,0.3371639
0.92376,0.19377375,0.884240506329114,0.34674072
0.9239700000000001,0.19169205,0.8877848101265824,0.334639
0.92552,0.18963572,0.884493670886076,0.34663716
0.9252199999999999,0.1889868,0.8865189873417721,0.34149948
0.9257199999999999,0.18745816,0.8860126582278481,0.3448838
0.9265699999999999,0.18561289,0.8853164556962025,0.3567353
0.9264600000000001,0.18429819,0.8855696202531644,0.3503316
0.9266599999999999,0.18315633,0.8828481012658228,0.35377213
0.92774,0.18138538,0.8854430379746836,0.35017037
0.9287799999999999,0.17944331,0.8855063291139242,0.3510212
0.9288399999999999,0.17937209,0.8856962025316456,0.35488215
0.92991,0.17632596,0.8837341772151899,0.35960475
0.9301799999999999,0.1757876,0.884493670886076,0.3579443
0.9304399999999999,0.17443404,0.886392405063291,0.3561889
0.9307499999999999,0.17326748,0.8856962025316454,0.3705789
0.9312999999999999,0.1721132,0.8819620253164556,0.35969862
0.9318799999999999,0.17070068,0.884873417721519,0.35958612
0.93265,0.16880544,0.8808227848101267,0.37632245
0.9325399999999999,0.16868237,0.8853797468354432,0.38405392
0.9326399999999999,0.16753638,0.8804430379746836,0.38788715
0.9337499999999999,0.16639477,0.884493670886076,0.37359068
0.9344399999999999,0.16445611,0.8789240506329112,0.3853515
0.93472,0.1634501,0.8813291139240507,0.37713096
0.93428,0.1627367,0.8822784810126583,0.39149284
0.9344999999999999,0.16157483,0.8796835443037975,0.38691086
0.93658,0.15885833,0.8799367088607595,0.38948905
0.93551,0.15931213,0.879746835443038,0.40664414
0.9364699999999999,0.15828763,0.881012658227848,0.39353415
0.93758,0.15615664,0.8771518987341772,0.40280536
0.9376499999999999,0.1556069,0.8832911392405065,0.3870751
0.9376599999999999,0.1541478,0.8784810126582279,0.4051194
0.9380999999999999,0.15357354,0.882278481012658,0.395029
