Epoch number,Elapsed Time
0,25.6134
1,25.6435
2,25.4998
3,25.4346
4,25.4651
5,25.4503
6,25.4319
7,25.4758
8,25.4765
9,25.4903
10,25.4524
11,25.3254
12,25.4490
13,25.4806
14,25.4950
15,25.3484
16,25.4359
17,25.4459
18,25.4228
19,25.4456
20,25.4360
21,25.3255
22,25.3158
23,25.2592
24,25.2929
25,25.3047
26,25.3425
27,25.2980
28,25.3291
29,25.3491
30,25.3177
31,25.3362
32,25.2970
33,25.2994
34,25.3158
35,25.2300
36,25.3195
37,25.3464
38,25.3527
39,25.2979
40,25.3265
41,25.3520
42,25.3611
43,25.3773
44,25.3748
45,25.3787
46,25.3937
47,25.3379
48,25.3036
49,25.3936
50,25.4138
51,25.3538
52,25.3956
53,25.3765
54,25.3964
55,25.4322
56,25.4127
57,25.3861
58,25.3822
59,25.4137
60,25.2919
61,25.4384
62,25.4435
63,25.3509
64,25.3837
65,25.3685
66,25.3787
67,25.4074
68,25.3895
69,25.3778
70,25.4136
71,25.3902
72,25.2829
73,25.4332
74,25.3976
75,25.3414
76,25.4004
77,25.4012
78,25.3828
79,25.3784
80,25.3946
81,25.3961
82,25.4063
83,25.4166
84,25.2708
85,25.4118
86,25.4212
87,25.3314
88,25.3917
89,25.4198
90,25.4124
91,25.4270
92,25.3932
93,25.3880
94,25.3926
95,25.4098
96,25.3388
97,25.3359
98,25.3967
99,25.3199
