Epoch number,Elapsed Time
0,8.7089
1,8.7199
2,8.6542
3,8.6994
4,8.6973
5,8.7083
6,8.6997
7,8.7138
8,8.7103
9,8.7025
10,8.6960
11,8.6878
12,8.7080
13,8.7199
14,8.6960
15,8.6936
16,8.7773
17,8.7182
18,8.7020
19,8.7102
20,8.7049
21,8.7084
22,8.7031
23,8.7026
24,8.7178
25,8.7042
26,8.7148
27,8.6714
28,8.6883
29,8.6953
30,8.7119
31,8.6783
32,8.7014
33,8.7099
34,8.7013
35,8.7033
36,8.7028
37,8.6676
38,8.6289
39,8.9450
40,8.6831
41,8.6976
42,8.6876
43,8.6957
44,8.7123
45,8.7054
46,8.7197
47,8.7166
48,8.7103
49,8.7175
50,8.7073
51,8.6782
52,8.7066
53,8.7051
54,8.7035
55,8.7106
56,8.7096
57,8.7193
58,8.7210
59,8.7194
60,8.7308
61,8.7228
62,8.7145
63,8.7169
64,8.7148
65,8.7195
66,8.6949
67,8.7198
68,8.7430
69,8.7259
70,8.7224
71,8.7010
72,8.7095
73,8.6490
74,8.6796
75,8.7203
76,8.6992
77,8.6442
78,8.6394
79,8.6403
80,8.6355
81,8.6648
82,8.6423
83,8.6338
84,8.6226
85,8.6360
86,8.6382
87,8.6432
88,8.7090
89,8.6561
90,8.6575
91,8.6423
92,8.6536
93,8.6417
94,8.6265
95,8.6521
96,8.6463
97,8.6277
98,8.6328
99,8.6384
