Epoch number,Elapsed Time
0,6.5564
1,6.5532
2,6.5594
3,6.5426
4,6.5416
5,6.5493
6,6.5578
7,6.5503
8,6.5551
9,6.5500
10,6.5533
11,6.5516
12,6.5498
13,6.5474
14,6.5531
15,6.5515
16,6.5544
17,6.5735
18,6.5665
19,6.5566
20,6.6134
21,6.5598
22,6.5464
23,6.5566
24,6.5512
25,6.5899
26,6.5584
27,6.5487
28,6.5163
29,6.5429
30,6.5775
31,6.5647
32,6.5633
33,6.5589
34,6.5465
35,6.5476
36,6.5525
37,6.5578
38,6.5416
39,6.5178
40,6.4647
41,6.5418
42,6.5498
43,6.5545
44,6.5552
45,6.5573
46,6.5523
47,6.5404
48,6.5480
49,6.5659
50,6.5610
51,6.5635
52,6.5734
53,6.5772
54,6.5645
55,6.5518
56,6.5454
57,6.5482
58,6.5272
59,6.4940
60,6.5306
61,6.5583
62,6.5543
63,6.5480
64,6.5527
65,6.5616
66,6.5555
67,6.5574
68,6.5459
69,6.5649
70,6.5599
71,6.5646
72,6.5781
73,6.5711
74,6.5574
75,6.4790
76,6.5647
77,6.5636
78,6.5364
79,6.5443
80,6.5454
81,6.5578
82,6.5403
83,6.5675
84,6.5498
85,6.5479
86,6.5467
87,6.4655
88,6.4904
89,6.5584
90,6.5396
91,6.5472
92,6.6090
93,6.5403
94,6.5605
95,6.5542
96,6.5457
97,6.5462
98,6.5517
99,6.5410
