Epoch number,Elapsed Time
0,11.0364
1,10.9996
2,11.0182
3,10.9655
4,11.0087
5,11.0142
6,11.0069
7,11.0271
8,11.0173
9,10.9922
10,11.0093
11,11.0243
12,11.0224
13,11.0170
14,11.0185
15,11.0156
16,11.0089
17,11.0094
18,11.0040
19,11.0124
20,11.0076
21,11.0147
22,11.0015
23,11.0137
24,11.0291
25,10.9896
26,11.0096
27,10.9901
28,10.9525
29,11.0119
30,11.0250
31,10.9838
32,11.0034
33,11.0164
34,11.0234
35,11.0281
36,11.0156
37,10.9851
38,11.0191
39,11.0144
40,11.0248
41,11.0371
42,11.0301
43,11.0201
44,11.0188
45,11.0087
46,11.0140
47,11.0246
48,11.0296
49,11.0523
50,11.0308
51,11.0113
52,11.0174
53,11.0157
54,11.0257
55,11.0225
56,11.0221
57,11.0052
58,11.0224
59,10.9884
60,10.9787
61,11.0131
62,11.0162
63,11.0227
64,11.0179
65,10.9974
66,11.0278
67,11.0231
68,11.0217
69,11.0159
70,11.0266
71,11.0160
72,10.9898
73,11.0129
74,11.0888
75,11.0772
76,11.0839
77,11.0379
78,11.0266
79,11.0260
80,11.0193
81,11.0075
82,11.0114
83,11.0126
84,11.0105
85,11.0185
86,11.0060
87,10.9846
88,10.9735
89,10.9974
90,10.9966
91,11.0163
92,11.0075
93,10.9858
94,11.0013
95,11.0027
96,11.0161
97,11.0041
98,11.0052
99,11.0336
