Epoch number,Elapsed Time
0,15.3013
1,15.2602
2,15.3807
3,15.3267
4,15.3063
5,15.2778
6,15.4154
7,15.4210
8,15.3869
9,15.4055
10,15.4970
11,15.4866
12,15.4862
13,15.4595
14,15.4850
15,15.4565
16,15.4781
17,15.4425
18,68.7379
19,15.4489
20,15.4566
21,15.4524
22,15.4484
23,15.3625
24,15.4773
25,15.4467
26,15.4843
27,15.4566
28,15.4801
29,15.4528
30,15.4904
31,15.4448
32,15.4805
33,15.4655
34,15.4906
35,15.4317
36,15.3355
37,15.4578
38,15.4360
39,15.4390
40,15.4625
41,15.3883
42,15.4435
43,15.3794
44,15.4657
45,15.4621
46,15.4900
47,15.4591
48,15.4777
49,15.4516
50,15.4643
51,15.4385
52,15.4700
53,15.4297
54,15.4565
55,15.4674
56,15.2876
57,15.4437
58,15.4557
59,15.4390
60,15.4585
61,15.4212
62,15.4522
63,15.3665
64,15.4543
65,15.4340
66,15.4591
67,15.4472
68,15.4689
69,15.4451
70,15.4621
71,15.4457
72,15.4621
73,15.4550
74,15.4838
75,15.4202
76,15.2849
77,15.3950
78,15.2984
79,15.2706
80,15.2814
81,15.3048
82,15.4575
83,15.3825
84,15.4315
85,15.3614
86,15.3075
87,15.3541
88,15.4263
89,15.3312
90,15.4502
91,15.4165
92,15.2955
93,15.2917
94,15.2849
95,15.2648
96,15.1966
97,15.2890
98,15.3756
99,15.4889
