train_acc,train_loss,val_acc,val_loss
0.7726,0.72911495,0.8546202531645569,0.4231481
0.8683299999999999,0.37275416,0.8755063291139239,0.34994903
0.8809400000000001,0.32993433,0.8824683544303797,0.3266335
0.8879600000000001,0.3043964,0.8804430379746836,0.3334429
0.8935,0.28691223,0.8834810126582279,0.31359357
0.8978500000000001,0.2727651,0.8904430379746835,0.3125915
0.9024800000000001,0.25789687,0.8897468354430382,0.3042649
0.90531,0.24697672,0.8922784810126579,0.29883155
0.9094800000000001,0.23378071,0.8938607594936708,0.31877577
0.9117799999999999,0.2246587,0.8916455696202533,0.31851342
0.91774,0.21240005,0.8901898734177214,0.32388046
0.9188399999999999,0.2039602,0.8911392405063292,0.32049397
0.9224499999999999,0.19359472,0.8908860759493672,0.35040227
0.92602,0.18526624,0.889113924050633,0.33015046
0.92852,0.17694253,0.8897468354430379,0.34941512
0.9317799999999998,0.16891386,0.885506329113924,0.360959
0.9342699999999999,0.16032621,0.8895569620253163,0.3712694
0.9379299999999999,0.15158792,0.8824683544303797,0.41779995
0.94101,0.14428753,0.8811392405063291,0.395168
0.9437300000000001,0.13762118,0.8803797468354432,0.4191988
0.94631,0.13054283,0.8836075949367089,0.43246734
0.94889,0.12394739,0.8810759493670887,0.44863784
0.952,0.11821634,0.8768987341772153,0.43518057
0.95402,0.11307233,0.8830379746835444,0.46922678
0.9558599999999999,0.1059798,0.8818987341772152,0.52317405
0.95785,0.102587126,0.8789240506329112,0.5322812
0.96004,0.098876216,0.8793670886075949,0.51693386
0.96106,0.09495601,0.879620253164557,0.52918535
0.9637,0.09042256,0.8791772151898734,0.605471
0.96477,0.08757273,0.8801265822784811,0.60197365
0.96562,0.083934344,0.8703164556962025,0.60128593
0.96809,0.08003037,0.8779113924050631,0.6321688
0.9676800000000001,0.08079184,0.8784177215189873,0.62142855
0.9702799999999999,0.074330874,0.8743037974683543,0.7170104
0.9704400000000001,0.07402861,0.8750632911392404,0.64435947
0.9724,0.07113113,0.8755696202531644,0.62997425
0.9733600000000001,0.067503035,0.8769620253164557,0.7035788
0.97325,0.06770272,0.8779746835443037,0.7338309
0.9745800000000001,0.06464552,0.876518987341772,0.72568434
0.9757200000000001,0.061876837,0.8719620253164556,0.6861076
