Epoch number,Elapsed Time
0,178.1157
1,177.3257
2,176.7252
3,176.2856
4,175.8378
5,175.2903
6,174.8561
7,174.6766
8,174.3694
9,174.4416
10,174.2484
11,174.1231
12,174.1609
13,173.9250
14,174.1749
15,173.9585
16,174.0902
17,173.8610
18,173.9687
19,173.7658
20,224.8475
21,173.6733
22,173.5875
23,173.6020
24,173.2670
25,173.1752
26,173.2104
27,173.1291
28,173.2641
29,173.0832
30,173.1288
31,173.2177
32,173.2104
33,173.1218
34,172.9736
35,173.1748
36,172.9926
37,173.2240
38,172.7701
39,172.9829
40,172.6385
41,173.9945
42,175.0034
43,174.9033
44,174.7013
45,174.9003
46,175.1938
47,174.9120
48,175.1767
49,175.1163
50,174.6991
51,175.1345
52,174.9240
53,174.8182
54,174.7102
55,175.0229
56,174.7439
57,174.9759
58,175.2555
59,175.5410
60,174.0480
61,174.8241
62,174.7430
63,174.1401
64,174.7042
65,174.5800
66,173.9983
67,174.9019
68,174.8550
69,174.5923
70,174.7826
71,174.8907
72,174.5008
73,174.4896
74,174.5810
75,174.7166
76,174.2995
77,174.5552
78,174.6733
79,173.4431
80,174.6332
81,174.7065
82,174.7148
83,173.9961
84,174.6894
85,174.6966
86,174.2322
87,174.7752
88,174.7986
89,174.5434
90,174.7280
91,174.9429
92,174.6494
93,174.5355
94,175.1162
95,175.0536
96,174.5929
97,174.8375
98,174.7666
99,174.4197
